member_id,first_name,last_name,dob,gender,email,phone,street,city,state,zip,fpl_ratio,hios_id,plan_network_access_type,plan_metal,age_group,region,enrollment_length_continuous,clinical_segment,general_agency_name,broker_name,sa_contracting_entity_name,call_count,app_login_count,web_login_count,new_member_in_period,member_used_app,member_had_web_login,member_visited_new_provider_ind,high_cost_member,mutually_exclusive_hcc_condition,geographic_reporting,wisconsin_area_deprivation_index,ra_mm,year
MBR2022007102,Troy,Bennett,2004-07-20,M,kevinrodriguez@example.org,983.403.6827x57919,956 Lynn Pass Apt. 562,Port Johnville,GA,46392,3.83,7845719096,POS,Platinum,18-25,South,1,Healthy,Care Partners,Acme Brokerage,Strategic Alliance A,0,2,2,1,1,1,0,0,Diabetes,South,6,0.096,2022
MBR2022007103,Marie,Walter,1975-03-31,M,bestkenneth@example.net,+1-330-853-1192x119,3007 James Village,Morseview,WY,67379,2.56,2374752911,EPO,Platinum,45-54,West,4,Complex,Health Advantage,,Strategic Alliance A,0,0,0,1,0,0,1,0,Asthma,West,9,0.69,2022
MBR2022007104,Brandon,Medina,2011-01-25,M,ashley98@example.net,(440)216-1176x10212,294 Kenneth Island,Wrightside,TX,68758,3.43,1209522332,POS,Platinum,<18,South,7,Chronic,Wellness Group,HealthLink Brokers,,0,0,0,1,0,0,0,0,CHF,South,2,0.939,2022
MBR2022007105,Devin,Lopez,2017-05-09,F,scottzimmerman@example.org,001-316-629-5957x25756,977 Sawyer Mountains Apt. 020,Port Kaylabury,AZ,66264,1.1,3624084251,PPO,Bronze,<18,West,7,Chronic,,,Strategic Alliance B,0,0,4,0,0,1,0,0,Asthma,West,3,0.939,2022
MBR2022007106,Brandi,Davis,2003-08-11,M,williamwillis@example.org,+1-372-269-8973x621,2180 Jones Fort Suite 725,Hortonville,DC,78632,1.13,3403238261,HMO,Platinum,18-25,South,8,Complex,Care Partners,Acme Brokerage,,0,1,0,0,1,0,1,0,CHF,South,3,1.38,2022
MBR2022007107,Grace,Dominguez,1948-12-01,M,lovekelly@example.org,785-353-7782x40825,3132 Tanya Fort Suite 410,Tiffanyport,VI,70409,1.45,8271475943,EPO,Bronze,65+,Northeast,2,Behavioral,Care Partners,Value Health Brokers,Strategic Alliance A,0,2,0,0,1,0,0,1,CKD,Northeast,6,0.448,2022
MBR2022007108,Timothy,Ortiz,1938-08-24,M,iedwards@example.com,001-790-652-2322x145,504 Zimmerman Forges Suite 832,Hicksburgh,AR,26998,1.79,6512376978,POS,Bronze,65+,South,3,Chronic,Wellness Group,Value Health Brokers,Strategic Alliance B,0,0,0,0,0,0,0,0,Asthma,South,2,0.483,2022
MBR2022007109,Jacob,Brown,2006-06-09,F,asullivan@example.org,+1-665-658-5036x5836,7773 Keith Parkways Suite 949,New Joshua,LA,71699,1.46,4425642422,EPO,Platinum,<18,South,7,Chronic,Wellness Group,HealthLink Brokers,Strategic Alliance A,0,0,0,1,0,0,0,0,COPD,South,2,0.939,2022
MBR2022007110,Cassidy,Harding,2018-07-15,F,qmartinez@example.com,(302)872-8413,07346 Coleman Trace Suite 083,Port Sethfurt,AR,73429,1.55,7753497057,EPO,Silver,<18,South,5,Complex,,Acme Brokerage,Strategic Alliance A,2,0,0,1,0,0,0,0,Diabetes,South,5,0.862,2022
MBR2022007111,Hayley,Davis,2020-11-12,F,burkenicole@example.com,+1-709-249-0309x2575,32333 Robert Islands,Solomontown,NH,04940,1.46,2087739480,HMO,Platinum,<18,Northeast,2,Healthy,Health Advantage,Value Health Brokers,Strategic Alliance A,2,1,2,1,1,1,0,1,COPD,Northeast,2,0.287,2022
MBR2022007112,Philip,Jenkins,2007-06-07,F,molly67@example.net,2658091840,300 Joseph Fields,New Andrew,MN,44973,1.11,9052238878,POS,Bronze,<18,Midwest,4,Behavioral,,Prime Advisors,,0,3,0,1,1,0,0,0,Asthma,Midwest,1,0.498,2022
MBR2022007113,Martha,Kirby,1962-02-14,F,nelsonpamela@example.net,797.390.4323,80758 Alex Pass Suite 362,North Meghan,IA,08131,2.47,7376755452,HMO,Silver,55-64,Midwest,10,Healthy,Premier Agency,Acme Brokerage,Strategic Alliance C,0,0,0,1,0,0,1,0,CHF,Midwest,5,1.054,2022
MBR2022007114,Devin,Wyatt,1984-06-17,M,tonyajoseph@example.com,770-534-9045,789 Harrison Drive Apt. 907,West Glen,MN,09291,0.51,1085587035,EPO,Silver,35-44,Midwest,3,Chronic,Health Advantage,Value Health Brokers,Strategic Alliance C,0,0,2,0,0,1,1,0,Diabetes,Midwest,9,0.402,2022
MBR2022007115,Tiffany,Scott,1983-12-22,F,robert22@example.net,207-410-0127x7782,18957 Taylor Field,New Benjamin,WI,80392,2.64,7128080919,PPO,Bronze,35-44,Midwest,10,Behavioral,Care Partners,,Strategic Alliance A,0,0,0,1,0,0,0,0,CKD,Midwest,9,1.246,2022
MBR2022007116,Dustin,Williams,2001-09-09,F,taylorhailey@example.net,(530)944-7696x10066,6182 Jessica Light Suite 902,Gregoryshire,SD,63420,3.96,6490125965,EPO,Gold,18-25,Midwest,4,Maternity,Care Partners,Prime Advisors,Strategic Alliance C,0,0,0,0,0,0,0,0,,Midwest,2,0.4,2022
MBR2022007117,William,Hale,1964-01-06,F,alexander20@example.com,(485)497-1894,48678 Lacey Motorway,Lake Kristen,IN,98204,2.55,7933298668,HMO,Bronze,55-64,Midwest,7,Chronic,Care Partners,Value Health Brokers,,0,5,3,1,1,1,1,0,,Midwest,9,0.898,2022
MBR2022007118,Danielle,Mills,2001-03-03,O,gjackson@example.org,(730)263-8796,5254 Carl Views Suite 760,Port Nicoleburgh,WV,14371,3.34,1313488319,PPO,Gold,18-25,South,6,Complex,Premier Agency,,Strategic Alliance C,1,0,0,1,0,0,0,0,CHF,South,3,1.035,2022
MBR2022007119,Elizabeth,Dalton,1942-06-22,F,zsmith@example.net,001-738-656-3190x4518,224 Michael Pine Apt. 845,Port Tracybury,NC,78484,1.79,2431074769,EPO,Platinum,65+,South,9,Maternity,,,,0,3,3,0,1,1,1,0,Diabetes,South,6,1.242,2022
MBR2022007120,Joseph,Navarro,2006-12-25,F,anitacox@example.net,919.431.9074,483 Michele Drive Suite 899,Wilsonport,LA,64252,3.43,4438662380,EPO,Bronze,<18,South,12,Behavioral,,Acme Brokerage,Strategic Alliance B,2,0,3,0,0,1,0,0,CHF,South,3,1.495,2022
MBR2022007121,Emily,Lozano,1984-11-03,M,christian33@example.com,583-749-5683,052 Wilkerson Plaza Suite 436,New Tannerberg,OK,59763,3.91,3458510168,HMO,Bronze,35-44,South,4,Complex,Wellness Group,Acme Brokerage,Strategic Alliance B,0,3,0,1,1,0,1,0,Asthma,South,9,0.69,2022
MBR2022007122,Nicole,Thompson,1947-07-03,F,smithnicholas@example.com,+1-257-682-8340,8428 Cabrera Fork Apt. 206,Lake Lisaton,AZ,67498,3.92,6628767029,EPO,Silver,65+,West,2,Behavioral,,Value Health Brokers,,1,4,0,0,1,0,1,0,COPD,West,3,0.299,2022
MBR2022007123,Tracy,Love,1959-07-28,M,matthew93@example.org,562.359.1110x50375,610 Herman Lane Suite 253,Stewartfort,AR,85535,3.42,7785733598,POS,Bronze,55-64,South,5,Behavioral,Wellness Group,,Strategic Alliance A,4,0,0,0,0,0,0,1,Asthma,South,8,1.028,2022
MBR2022007124,Terri,Buchanan,1965-06-19,M,youngcrystal@example.net,458.217.8646,28536 Ortega Forks Suite 972,Andersonborough,ME,03721,2.31,9009379935,HMO,Bronze,55-64,Northeast,11,Complex,,HealthLink Brokers,,0,10,2,0,1,1,1,0,,Northeast,3,1.815,2022
MBR2022007125,Andrew,Patel,1971-07-26,F,jenniferwalters@example.com,+1-797-806-6066x330,48826 James Trail,Suzannefort,MI,55989,3.21,4916123353,POS,Platinum,45-54,Midwest,11,Chronic,Care Partners,,,0,2,5,0,1,1,1,0,CHF,Midwest,1,1.476,2022
MBR2022007126,Lynn,Dillon,1996-07-06,F,jbarajas@example.net,(895)936-0309x0605,071 Thompson Place,North David,PR,27498,0.62,4394524671,POS,Bronze,26-34,Midwest,8,Maternity,Wellness Group,,Strategic Alliance A,1,0,10,0,0,1,0,0,CHF,Midwest,9,0.92,2022
MBR2022007127,Donald,Barnes,1964-07-02,F,renee65@example.org,695-515-4847x260,6438 Hill Highway,East Jillbury,WV,35590,2.83,5801658423,HMO,Silver,55-64,South,10,Maternity,,Acme Brokerage,Strategic Alliance C,0,1,0,1,1,0,1,0,Diabetes,South,3,1.265,2022
MBR2022007128,Gregory,Mcfarland,1998-04-09,M,lori27@example.org,7129313387,10671 Candace Pass,Jeremyview,MA,06241,3.76,5304448132,POS,Bronze,18-25,Northeast,9,Healthy,Care Partners,HealthLink Brokers,Strategic Alliance A,0,10,2,0,1,1,1,0,COPD,Northeast,7,0.862,2022
MBR2022007129,James,Lee,2006-08-11,M,ksmith@example.com,763-307-5936,1094 Martinez Street Apt. 908,Briantown,MA,95186,2.25,9449548838,POS,Silver,<18,Northeast,2,Complex,,Value Health Brokers,Strategic Alliance A,0,3,1,1,1,1,1,0,CHF,Northeast,9,0.345,2022
MBR2022007130,Gary,Fernandez,1978-01-18,M,austin34@example.org,396.323.2101,605 Clinton Fork,Tiffanytown,NY,78333,0.54,2907437354,PPO,Gold,35-44,Northeast,6,Chronic,Premier Agency,HealthLink Brokers,Strategic Alliance A,1,2,0,1,1,0,0,0,CKD,Northeast,2,0.805,2022
MBR2022007131,Jeremiah,Fowler,1940-02-25,F,ofernandez@example.net,001-707-670-9309,02768 Steven Brooks,East Charles,WY,69320,2.15,3235244091,HMO,Platinum,65+,West,5,Complex,Premier Agency,Acme Brokerage,Strategic Alliance A,1,2,1,1,1,1,0,0,,West,10,0.9,2022
MBR2022007132,Jeffrey,Young,2007-11-07,M,aguilarbradley@example.com,+1-421-355-0516x726,4787 Hale Land,Smithberg,WI,80802,3.78,1007273147,HMO,Gold,<18,Midwest,9,Complex,Health Advantage,,Strategic Alliance C,2,0,5,0,0,1,0,0,CHF,Midwest,9,1.552,2022
MBR2022007133,Meagan,Phillips,2002-04-03,F,delgadorobert@example.com,262-915-3214,757 Wilson Vista Apt. 923,Port Seth,HI,71333,2.77,4592718778,EPO,Gold,18-25,West,11,Behavioral,Care Partners,Acme Brokerage,Strategic Alliance B,0,0,4,1,0,1,0,0,Asthma,West,8,1.37,2022
MBR2022007134,Anthony,Baker,1947-08-26,M,rebecca17@example.com,+1-485-698-8968,645 Jordan Crossing,Lake Kara,NC,03405,3.34,3689421469,EPO,Silver,65+,South,5,Healthy,,Acme Brokerage,Strategic Alliance C,2,0,4,1,0,1,0,0,Asthma,South,2,0.575,2022
MBR2022007135,Joann,Palmer,1992-10-15,F,lopeznancy@example.com,+1-584-920-9597x76657,6099 Paul Lake,Bakerstad,ID,32853,3.57,9464743586,PPO,Gold,26-34,West,6,Healthy,Wellness Group,,Strategic Alliance C,2,0,4,0,0,1,0,0,CKD,West,9,0.575,2022
MBR2022007136,Shawn,Cox,1946-04-06,M,xknight@example.net,+1-287-564-0919x613,47684 Michael Ville Apt. 302,North Hannah,SC,10598,2.27,7754790373,POS,Bronze,65+,South,11,Behavioral,,HealthLink Brokers,Strategic Alliance A,0,0,0,0,0,0,1,1,CHF,South,10,2.467,2022
MBR2022007137,Ann,Welch,2021-09-30,M,yvette75@example.net,8557665674,14250 Johnson Trace Suite 717,Jesseberg,WY,73075,3.16,8127874761,HMO,Platinum,<18,West,8,Behavioral,Premier Agency,HealthLink Brokers,Strategic Alliance A,0,0,0,1,0,0,0,0,COPD,West,5,0.997,2022
MBR2022007138,Jon,Nguyen,1978-04-12,F,rebeccalarson@example.net,001-360-955-0890x1104,321 Christopher Pass,Michelleland,IL,29935,2.01,4087017534,HMO,Platinum,35-44,Midwest,1,Healthy,Premier Agency,Prime Advisors,Strategic Alliance A,0,1,0,1,1,0,1,0,,Midwest,8,0.083,2022
MBR2022007139,Bobby,Mason,1979-05-01,F,nbrady@example.net,(911)424-7148x30066,0861 Smith Pass,East Brenda,SC,80715,1.67,9079651225,EPO,Silver,35-44,South,7,Chronic,Care Partners,Acme Brokerage,Strategic Alliance C,0,0,1,1,0,1,0,0,CKD,South,8,0.939,2022
MBR2022007140,Shelby,Armstrong,1989-09-23,F,richard23@example.com,858-921-0719,336 Kerr Circle,Karentown,AL,93246,0.6,1189823731,POS,Silver,26-34,South,12,Complex,,Prime Advisors,,2,10,0,1,1,0,0,0,CKD,South,1,2.07,2022
MBR2022007141,Emily,Rodriguez,2018-01-12,F,rbrock@example.net,001-905-279-9427,9085 Nancy Via,New Dakotahaven,NC,05988,3.04,2966983481,HMO,Bronze,<18,South,1,Complex,Wellness Group,Acme Brokerage,,0,3,3,0,1,1,1,0,CKD,South,7,0.172,2022
MBR2022007142,Michelle,Jordan,1953-08-21,M,npatel@example.com,+1-494-468-4456x4388,104 Erika Lake Apt. 411,West Trevorland,AS,64669,1.54,7366098915,HMO,Gold,65+,Northeast,11,Complex,Wellness Group,Prime Advisors,Strategic Alliance C,0,0,0,0,0,0,0,0,CHF,Northeast,1,2.277,2022
MBR2022007143,David,Thompson,1948-11-10,M,eric32@example.org,(630)997-0286,4026 Vasquez Islands Apt. 376,Jenniferhaven,MS,01998,2.24,3043216075,EPO,Silver,65+,South,8,Complex,,,Strategic Alliance C,0,3,0,0,1,0,1,0,Diabetes,South,6,1.656,2022
MBR2022007144,Michael,Dixon,1983-04-28,M,nromero@example.com,720.262.6301,173 Sandoval Canyon,Lisamouth,NE,56073,1.75,6067296398,POS,Bronze,35-44,Midwest,2,Chronic,Care Partners,Prime Advisors,,0,0,0,1,0,0,0,0,CHF,Midwest,1,0.268,2022
MBR2022007145,Bryan,Welch,1992-07-14,M,jorgeriley@example.net,831-234-5889x58956,1662 Adam Well,Johnsonfurt,WA,33619,0.54,5437033048,PPO,Platinum,26-34,West,1,Healthy,Care Partners,,Strategic Alliance A,0,2,1,0,1,1,0,0,COPD,West,10,0.096,2022
MBR2022007146,Rachel,George,1942-01-08,M,janicemontgomery@example.net,835.771.7058x3741,5061 Madison Springs,New Karen,KS,97308,0.6,5231067537,EPO,Bronze,65+,Midwest,7,Maternity,Premier Agency,,Strategic Alliance A,0,0,0,1,0,0,0,0,CKD,Midwest,8,0.966,2022
MBR2022007147,Jonathan,Baker,1970-04-21,M,robert59@example.org,577.219.3514x32674,9436 Ashlee Center Suite 455,Lake Elizabeth,FL,14541,3.03,4012549441,PPO,Bronze,45-54,South,11,Maternity,Health Advantage,Prime Advisors,Strategic Alliance C,1,1,1,1,1,1,1,0,CKD,South,10,1.265,2022
MBR2022007148,Ruben,Meyer,1981-10-26,F,jennifer25@example.org,(309)755-5912x38913,21421 Hawkins Oval Suite 896,East Margaretberg,MP,52478,3.88,6859866992,POS,Silver,35-44,West,1,Chronic,,Value Health Brokers,,0,3,1,1,1,1,1,0,COPD,West,1,0.134,2022
MBR2022007149,Crystal,Mullen,1943-05-08,M,smithdavid@example.net,963.371.9549,27640 Martin Estate Apt. 054,Carlsonmouth,IN,06392,3.5,7409485424,POS,Bronze,65+,Midwest,8,Maternity,Premier Agency,HealthLink Brokers,,0,0,1,1,0,1,1,0,Asthma,Midwest,10,1.104,2022
MBR2022007150,Michelle,Gray,1961-05-24,M,cristian94@example.net,6732452309,848 Danielle Underpass Suite 946,West Michelle,GA,00896,2.51,2950493824,HMO,Silver,55-64,South,2,Behavioral,Premier Agency,Acme Brokerage,Strategic Alliance A,3,3,0,1,1,0,0,0,CHF,South,2,0.274,2022
MBR2022007151,Bobby,Shepherd,1986-08-12,F,perezeric@example.net,001-478-858-6380,161 Daniel Squares,North Derekburgh,ND,06668,3.9,8541572448,PPO,Silver,35-44,Midwest,12,Chronic,,,Strategic Alliance A,0,0,3,0,0,1,1,0,Asthma,Midwest,7,1.61,2022
MBR2022007152,Brady,Daugherty,1943-09-25,M,christine08@example.org,+1-524-311-2138x165,726 Lynch Oval,Jonesside,NM,06926,1.11,8876470427,PPO,Silver,65+,West,9,Complex,,,Strategic Alliance A,0,1,0,0,1,0,0,0,COPD,West,6,1.863,2022
MBR2022007153,Anthony,Rivas,1957-04-21,F,ygallagher@example.net,001-775-288-5693x743,2625 Amy Land,Perezfort,WA,44032,1.79,3552857055,POS,Silver,65+,West,7,Behavioral,Premier Agency,Acme Brokerage,,0,0,3,1,0,1,1,0,,West,1,0.834,2022
MBR2022007154,David,Nelson,1944-12-12,M,morgan91@example.org,+1-456-628-1375x59466,392 Cummings Union Apt. 630,New Selenaborough,CT,04962,2.04,6853099083,HMO,Platinum,65+,Northeast,11,Maternity,Wellness Group,Value Health Brokers,Strategic Alliance C,3,0,0,0,0,0,0,0,CKD,Northeast,10,1.518,2022
MBR2022007155,Kimberly,Jones,1944-10-14,F,jeremygarcia@example.com,+1-393-390-3583x6213,429 Yates Neck Suite 239,Angelaborough,WY,45097,3.82,3034955298,PPO,Silver,65+,West,3,Maternity,,,Strategic Alliance C,0,0,0,1,0,0,1,0,COPD,West,6,0.414,2022
MBR2022007156,Michele,Coleman,2025-06-17,M,wangmary@example.net,776.984.1496x75269,791 Michael Glens Apt. 871,Trevinotown,NE,93357,1.62,7448359625,POS,Bronze,<18,Midwest,5,Chronic,,Prime Advisors,,0,5,0,0,1,0,0,1,,Midwest,4,0.875,2022
MBR2022007157,Katherine,Taylor,1960-02-05,M,kevinanderson@example.net,+1-424-469-4434x6210,033 Bailey Rapids Apt. 582,Collinsshire,NM,42193,2.29,7918770214,HMO,Silver,55-64,West,5,Behavioral,Wellness Group,Acme Brokerage,Strategic Alliance B,0,1,2,1,1,1,1,0,Diabetes,West,6,0.685,2022
MBR2022007158,James,Murray,1950-01-10,F,emmamejia@example.com,467-674-3608x857,860 Gray Knolls Apt. 136,Lisamouth,IA,39746,1.82,3807973145,EPO,Silver,65+,Midwest,12,Complex,,Acme Brokerage,,0,1,2,1,1,1,0,0,CHF,Midwest,1,2.484,2022
MBR2022007159,Stephanie,Klein,1950-04-20,M,shirleymoreno@example.com,812.597.5660x87468,099 Angela Underpass Apt. 091,Meadowsport,VT,91479,0.81,1558853384,PPO,Bronze,65+,Northeast,3,Complex,Premier Agency,Acme Brokerage,Strategic Alliance B,2,10,2,0,1,1,0,0,CKD,Northeast,4,0.621,2022
MBR2022007160,Kevin,Flores,1989-02-11,F,garciacynthia@example.net,001-258-624-6598,50772 Lisa Ridge,North Kennethfort,VA,48496,2.18,9876681730,HMO,Gold,26-34,South,4,Maternity,Health Advantage,HealthLink Brokers,Strategic Alliance C,0,4,0,1,1,0,1,0,Asthma,South,6,0.46,2022
MBR2022007161,Michael,Day,1938-09-02,M,mark11@example.net,254-720-9900x8009,7153 Darrell Mission,New Theresabury,MO,27218,1.43,4200063244,EPO,Silver,65+,Midwest,3,Healthy,Wellness Group,Prime Advisors,Strategic Alliance A,1,3,3,1,1,1,1,0,CHF,Midwest,9,0.345,2022
MBR2022007162,Michelle,Williams,1977-03-30,M,juliarichards@example.net,872.756.5883,453 Annette Villages Apt. 603,North James,KS,45446,1.01,5123395029,PPO,Platinum,45-54,Midwest,10,Healthy,,Acme Brokerage,Strategic Alliance A,1,1,0,0,1,0,1,0,COPD,Midwest,3,0.958,2022
MBR2022007163,Kevin,Allen,1943-01-10,F,ellen18@example.net,001-420-340-2398,362 Sutton Path Suite 543,New Rebecca,AK,54221,1.54,2187791719,HMO,Bronze,65+,West,4,Chronic,,,Strategic Alliance A,1,2,2,0,1,1,1,0,Diabetes,West,2,0.644,2022
MBR2022007164,Karen,Perry,1947-08-10,F,kelly41@example.net,+1-726-772-8244x779,78322 Carol Centers Apt. 609,Nicholasborough,WI,87602,0.69,4494054068,HMO,Gold,65+,Midwest,7,Maternity,Health Advantage,Acme Brokerage,Strategic Alliance B,2,1,0,0,1,0,0,0,Asthma,Midwest,2,0.966,2022
MBR2022007165,Shawn,Jones,1985-11-20,F,adamdaniel@example.com,001-624-721-8169x86275,5667 Melissa Corners,Petersontown,CT,21334,2.1,1699650664,EPO,Bronze,35-44,Northeast,11,Behavioral,Health Advantage,HealthLink Brokers,Strategic Alliance A,0,0,0,1,0,0,0,0,,Northeast,8,1.192,2022
MBR2022007166,Melissa,Stafford,1971-01-05,M,ksloan@example.com,001-677-280-5622x1951,96015 Graves Meadows,Mariomouth,MI,78941,3.06,1168351379,EPO,Platinum,45-54,Midwest,3,Healthy,,HealthLink Brokers,Strategic Alliance A,0,0,0,0,0,0,1,0,CKD,Midwest,1,0.287,2022
MBR2022007167,Kaitlyn,Carrillo,2021-02-18,O,hdunlap@example.net,483-630-8642x956,504 Stevens Extension,East Laurachester,IN,35113,1.96,8856338556,POS,Silver,<18,Midwest,4,Behavioral,Wellness Group,Prime Advisors,Strategic Alliance C,0,4,0,1,1,0,0,0,COPD,Midwest,6,0.498,2022
MBR2022007168,Brett,Hughes,1971-05-21,M,chad99@example.net,+1-463-771-7107x43409,546 Jared Corner,Port Christinahaven,PW,51121,1.29,1119045581,HMO,Bronze,45-54,Northeast,4,Complex,Care Partners,,,0,5,4,1,1,1,0,0,COPD,Northeast,10,0.69,2022
MBR2022007169,Matthew,Jones,1998-04-15,M,qpierce@example.com,001-263-235-5999x356,958 Larry Port,Port Kevinville,ME,11179,2.03,2247169573,EPO,Platinum,18-25,Northeast,5,Maternity,Health Advantage,,,0,2,0,0,1,0,1,1,Asthma,Northeast,3,0.862,2022
MBR2022007170,Cassandra,Wilson,1968-04-07,F,hernandezjoseph@example.net,220.627.3146x92827,265 Smith Loop,Lake Danielport,WY,74386,2.02,1186457356,HMO,Gold,45-54,West,7,Behavioral,Health Advantage,Acme Brokerage,Strategic Alliance C,0,5,0,0,1,0,0,0,,West,3,0.758,2022
MBR2022007171,Tammy,Richards,2017-12-17,F,kendrawright@example.net,(679)238-4717x8313,7640 Woods Pass,Kaylaview,GU,39123,2.1,4934829520,EPO,Gold,<18,South,11,Healthy,Care Partners,,Strategic Alliance C,2,1,0,0,1,0,0,0,COPD,South,6,1.054,2022
MBR2022007172,Monica,Robles,2013-09-05,F,beth01@example.com,334-708-4999,81678 Larson Meadow,East Mary,ID,69003,2.01,9524422135,EPO,Platinum,<18,West,5,Chronic,Health Advantage,Prime Advisors,Strategic Alliance C,1,0,0,1,0,0,1,0,Asthma,West,5,0.671,2022
MBR2022007173,Joshua,Berry,1979-03-12,M,richardsontodd@example.com,+1-627-523-8715x1744,030 Anthony Inlet Apt. 111,Kaitlinmouth,NV,67112,2.37,5698526568,PPO,Bronze,35-44,West,4,Healthy,Care Partners,Prime Advisors,Strategic Alliance B,0,0,0,0,0,0,0,0,CHF,West,6,0.383,2022
MBR2022007174,Hannah,Smith,1966-08-19,F,caitlinsmith@example.net,+1-918-792-8166x836,8597 Mitchell Street,Murphyhaven,WV,61682,2.12,8859136264,HMO,Bronze,55-64,South,9,Maternity,Health Advantage,Value Health Brokers,Strategic Alliance C,0,1,4,1,1,1,0,0,Asthma,South,7,1.139,2022
MBR2022007175,Philip,Greene,1963-11-07,M,spenceraudrey@example.net,892-565-3443,2709 Hernandez Radial Suite 803,East Matthewberg,TN,76977,1.81,4315654648,HMO,Silver,55-64,South,7,Healthy,Care Partners,Acme Brokerage,Strategic Alliance A,0,0,3,0,0,1,1,0,CKD,South,6,0.738,2022
MBR2022007176,Christine,Aguirre,2010-06-03,M,thomasmeyer@example.net,+1-954-826-0630x0896,73771 Cheryl Hills,North Tommouth,TX,82296,1.82,2578963293,PPO,Silver,<18,South,4,Complex,Health Advantage,,Strategic Alliance C,0,0,3,1,0,1,1,0,,South,10,0.6,2022
MBR2022007177,Kristen,Thompson,2025-11-24,F,brownmichael@example.org,001-752-872-7051x7137,492 Jenna Plaza,Samanthaview,CO,60943,1.22,4444678017,PPO,Silver,<18,West,3,Chronic,Care Partners,,Strategic Alliance A,0,4,2,0,1,1,0,0,CKD,West,1,0.402,2022
MBR2022007178,Edward,Pittman,1940-10-13,M,sbates@example.com,686-495-2711x94505,2650 Victoria Flats Apt. 594,Vasquezville,AR,57361,1.92,5516791357,EPO,Platinum,65+,South,2,Behavioral,Premier Agency,HealthLink Brokers,Strategic Alliance C,0,0,5,1,0,1,0,0,Diabetes,South,9,0.299,2022
MBR2022007179,Joshua,Griffith,1983-02-06,M,tnoble@example.com,+1-426-372-9867,243 Ayala Crest,Port Catherine,WY,32407,1.45,3465282324,PPO,Gold,35-44,West,6,Behavioral,Wellness Group,Acme Brokerage,Strategic Alliance A,3,2,0,1,1,0,1,0,COPD,West,8,0.747,2022
MBR2022007180,Mark,Ruiz,1998-04-09,M,kurt66@example.org,(976)623-5474x01254,9579 Debbie Viaduct,West Thomasfurt,PR,44834,2.7,3276293245,HMO,Bronze,18-25,Northeast,8,Behavioral,,,Strategic Alliance A,2,3,0,1,1,0,0,0,Asthma,Northeast,4,0.997,2022
MBR2022007181,Anna,Rogers,1940-08-05,M,wpittman@example.com,273.741.4262x982,4660 Allen Prairie,Rachelland,VI,94045,2.23,5099977813,EPO,Platinum,65+,Midwest,9,Maternity,Health Advantage,,Strategic Alliance C,0,2,0,0,1,0,0,0,CHF,Midwest,7,1.242,2022
MBR2022007182,Timothy,Bridges,2017-10-04,M,allison93@example.org,+1-398-525-6953x6181,56486 Xavier Cape,Lake Matthew,PA,36921,3.86,6973154864,EPO,Silver,<18,Northeast,9,Behavioral,Premier Agency,Value Health Brokers,Strategic Alliance C,0,10,2,0,1,1,0,0,COPD,Northeast,3,1.121,2022
MBR2022007183,George,Williams,2006-01-11,F,johnstonnatalie@example.net,+1-826-419-8700x369,07021 Ricardo Coves,East Juan,NY,08963,0.61,6379622821,EPO,Silver,<18,Northeast,2,Maternity,Care Partners,Value Health Brokers,,3,0,0,0,0,0,1,0,CKD,Northeast,1,0.23,2022
MBR2022007184,Tara,Anderson,1993-06-02,M,frychristopher@example.org,(525)922-2737,6929 John Stream,Kylehaven,VA,99532,1.09,2638023221,EPO,Platinum,26-34,South,12,Chronic,Health Advantage,,Strategic Alliance B,0,2,10,1,1,1,0,0,COPD,South,5,1.61,2022
MBR2022007185,Victoria,Robinson,1976-11-13,F,zthomas@example.net,617.819.9981,27514 Graham Union,East Shawn,VA,79908,0.72,9575225943,POS,Gold,45-54,South,1,Behavioral,,Acme Brokerage,Strategic Alliance A,1,5,0,0,1,0,1,0,CKD,South,8,0.125,2022
MBR2022007186,Marissa,Barnett,1975-01-20,F,ogallagher@example.net,+1-698-876-2718x41052,706 Kenneth Plains,New Tara,CA,98512,3.25,5731568242,POS,Bronze,45-54,West,6,Behavioral,Premier Agency,Prime Advisors,Strategic Alliance B,0,1,4,1,1,1,0,0,COPD,West,1,0.747,2022
MBR2022007187,Teresa,Soto,1940-01-08,M,zmoody@example.net,958-256-5110x237,8882 Alex Vista Apt. 903,North Amymouth,PA,63427,3.19,1239472155,HMO,Gold,65+,Northeast,6,Healthy,,,Strategic Alliance C,1,0,0,0,0,0,0,0,Diabetes,Northeast,4,0.69,2022
MBR2022007188,Kyle,Palmer,2016-11-18,F,shahdonna@example.com,844.304.6421x066,3093 Rachel Rue,Gabrielleshire,NV,99065,1.53,1988382490,EPO,Silver,<18,West,3,Chronic,Wellness Group,Value Health Brokers,Strategic Alliance B,3,3,0,0,1,0,0,0,CHF,West,8,0.402,2022
MBR2022007189,Bernard,Watkins,1984-02-24,M,amandahughes@example.net,001-993-238-7124,1117 Jessica Trafficway Apt. 910,East Monicachester,MI,04356,1.15,8373586463,EPO,Platinum,35-44,Midwest,5,Complex,Care Partners,Value Health Brokers,Strategic Alliance A,1,2,3,0,1,1,1,0,,Midwest,8,0.75,2022
